origin,sample,label
河南省考生报考外国语言文学的选考科目要求？,河南省考生对外语文学选修课有什么要求？,1
云南省考生报考外国语言文学的选考科目要求？,云南省外语文学专业对考生有什么要求？,0
广西省考生报考外国语言文学的选考科目要求？,广西考生对外语文学选修课有什么要求？,1
安徽省考生报考外国语言文学的选考科目要求？,安徽省外语文学专业对考生有什么要求？,1
内蒙古考生报考外国语言文学的选考科目要求？,内蒙古地区的考生对外语和文学的选修科目有什么要求？,0
江西省考生报考外国语言文学的选考科目要求？,江西省外语文学专业对考生有什么要求？,0
山西省考生报考外国语言文学的选考科目要求？,山西省外语文学专业对考生有什么要求？,0
吉林省考生报考外国语言文学的选考科目要求？,吉林省外语文学专业对考生的选修科目有哪些要求？,0
甘肃省考生报考外国语言文学的选考科目要求？,甘肃省外语文学专业对考生的选修科目有什么要求？,0
陕西省考生报考外国语言文学的选考科目要求？,陕西省外语文学专业对考生的选修科目有哪些要求？,0
贵州省考生报考计算机类的选考科目要求？,贵州省考生申请计算机课程有哪些要求？,1
黑龙江省考生报计算机类的选考科目要求？,黑龙江省考生对计算机课程的选修科目有什么要求？,1
四川省考生报考计算机类的选考科目要求？,四川省考生申请计算机专业有哪些要求？,1
新疆考生报考计算机类的选考科目要求？,新疆考生对计算机选修科目有什么要求？,1
河南省考生报考计算机类的选考科目要求？,河南省考生申请计算机课程有哪些要求？,1
云南省考生报考计算机类的选考科目要求？,云南省考生申请计算机课程有哪些要求？,1
广西省考生报考计算机类的选考科目要求？,广西考生申请计算机课程有哪些要求？,1
安徽省考生报考计算机类的选考科目要求？,安徽省考生申请计算机课程的要求是什么？,1
内蒙古考生报考计算机类的选考科目要求？,内蒙古考生对计算机课程的选修科目有什么要求？,1
江西省考生报考计算机类的选考科目要求？,江西省考生申请计算机课程有哪些要求？,1
山西省考生报考计算机类的选考科目要求？,山西考生报考计算机类的考试科目要求？,1
吉林省考生报考计算机类的选考科目要求？,吉林省考生报考计算机类的考试科目的要求？,1
甘肃省考生报考计算机类的选考科目要求？,甘肃省考生申请计算机选修课有哪些要求？,1
陕西省考生报考计算机类的选考科目要求？,陕西省考生申请计算机课程有哪些要求？,1
贵州省考生报考会计学的选考科目要求？,贵州省会计学考生对所选科目的要求是什么？,1
黑龙江省考生报考会计学的选考科目要求？,黑龙江省会计专业考生对选修科目有哪些要求？,1
四川省考生报考会计学的选考科目要求？,四川省会计学考生的选修科目要求是什么？,1
新疆考生报考会计学的选考科目要求？,新疆考生对会计学选修科目有哪些要求？,1
河南省考生报考会计学的选考科目要求？,河南省会计学考生对选修科目有什么要求？,1
云南省考生报考会计学的选考科目要求？,云南省会计学考生对选修科目有什么要求？,1
广西省考生报考会计学的选考科目要求？,广西考生对会计学选修科目有什么要求？,1
安徽省考生报考会计学的选考科目要求？,安徽省会计学考生的选修科目要求是什么？,1
内蒙古考生报考会计学的选考科目要求？,内蒙古考生对会计学选修科目有哪些要求？,1
江西省考生报考会计学的选考科目要求？,江西省会计学考生的选修科目要求是什么？,1
山西省考生报考会计学的选考科目要求？,山西省会计学考生的选修科目要求是什么？,0
吉林省考生报考会计学的选考科目要求？,吉林省会计学考生对选修科目有哪些要求？,0
甘肃省考生报考会计学的选考科目要求？,甘肃省会计学考生的选修科目要求是什么？,0
陕西省考生报考会计学的选考科目要求？,陕西省会计学考生的选修科目要求是什么？,0
贵州省考生报考经济学的选考科目要求？,贵州省考生对经济学选修科目有哪些要求？,1
黑龙江省考生报考经济学的选考科目要求？,黑龙江省考生对经济学选修科目有哪些要求？,1
四川省考生报考经济学的选考科目要求？,四川省考生对经济学选修科目的要求是什么？,1
新疆考生报考经济学的选考科目要求？,新疆考生对经济学选修科目有哪些要求？,1
河南省考生报考经济学的选考科目要求？,河南省考生对经济学选修科目有哪些要求？,1
云南省考生报考经济学的选考科目要求？,云南省考生对经济学选修科目有什么要求？,1
广西省考生报考经济学的选考科目要求？,广西考生对经济学选修科目的要求是什么？,1
安徽省考生报考经济学的选考科目要求？,安徽省考生对经济学选修科目有哪些要求？,1
内蒙古考生报考经济学的选考科目要求？,内蒙古考生对经济学选修科目有哪些要求？,1
江西省考生报考经济学的选考科目要求？,江西省考生对经济学选修科目有什么要求？,1
山西省考生报考经济学的选考科目要求？,山西省考生对经济学选修科目有什么要求？,1
吉林省考生报考经济学的选考科目要求？,吉林省考生对经济学选修科目有哪些要求？,1
甘肃省考生报考经济学的选考科目要求？,甘肃省考生对经济学选修科目的要求是什么？,1
陕西省考生报考经济学的选考科目要求？,陕西省考生对经济学选修科目有哪些要求？,1
贵州省考生报考社会学的选考科目要求？,贵州省考生对社会学选修科目有哪些要求？,1
黑龙江省考生报考社会学的选考科目要求？,黑龙江省考生对社会学选修科目有哪些要求？,1
四川省考生报考社会学的选考科目要求？,四川省考生对社会学选修科目有哪些要求？,1
新疆考生报考社会学的选考科目要求？,新疆考生对社会学选修科目有哪些要求？,1
河南省考生报考社会学的选考科目要求？,河南省考生对社会学选修科目有哪些要求？,1
云南省考生报考社会学的选考科目要求？,云南省考生对社会学选修科目有哪些要求？,1
广西省考生报考社会学的选考科目要求？,广西考生对社会学选修科目有哪些要求？,1
安徽省考生报考社会学的选考科目要求？,安徽省考生对社会学选修科目有哪些要求？,1
内蒙古考生报考社会学的选考科目要求？,内蒙古考生对社会学选修科目有哪些要求？,1
江西省考生报考社会学的选考科目要求？,江西省考生对社会学选修科目有哪些要求？,1
山西省考生报考社会学的选考科目要求？,山西省考生对社会学选修科目有哪些要求？,1
吉林省考生报考社会学的选考科目要求？,吉林省考生对社会学选修科目有哪些要求？,1
甘肃省考生报考社会学的选考科目要求？,甘肃省考生对社会学选修科目有哪些要求？,1
陕西省考生报考社会学的选考科目要求？,陕西省考生对社会学选修科目有哪些要求？,1
贵州省考生报考应用心理学的选考科目要求？,贵州省考生对应用心理学选修科目有什么要求？,1
黑龙江省考生报考应用心理学的选考科目要求？,黑龙江省考生对应用心理学选修科目有哪些要求？,1
四川省考生报考应用心理学的选考科目要求？,四川省考生对应用心理学选修科目有哪些要求？,1
新疆考生报考应用心理学的选考科目要求？,新疆考生对应用心理学选修科目有哪些要求？,1
河南省考生报考应用心理学的选考科目要求？,河南省考生对应用心理学选修科目有什么要求？,1
云南省考生报考应用心理学的选考科目要求？,云南省考生对应用心理学选修科目的要求是什么？,1
广西省考生报考应用心理学的选考科目要求？,广西考生对应用心理学的选修科目有什么要求？,1
安徽省考生报考应用心理学的选考科目要求？,安徽省考生对应用心理学选修科目有什么要求？,1
内蒙古考生报考应用心理学的选考科目要求？,内蒙古考生对应用心理学选修科目有哪些要求？,1
江西省考生报考应用心理学的选考科目要求？,江西省考生对应用心理学选修科目有什么要求？,1
山西省考生报考应用心理学的选考科目要求？,山西省考生对应用心理学的选修科目有什么要求？,1
吉林省考生报考应用心理学的选考科目要求？,吉林省考生对应用心理学选修科目有哪些要求？,1
甘肃省考生报考应用心理学的选考科目要求？,甘肃省考生对应用心理学选修科目的要求是什么？,1
陕西省考生报考应用心理学的选考科目要求？,陕西省考生对应用心理学选修科目有哪些要求？,1
贵州省考生报考食品科学与工程的选考科目要求？,贵州省对食品科学与工程专业的选修科目有什么要求？,0
黑龙江省考生报考食品科学与工程的选考科目要求？,黑龙江省食品科学与工程专业对考生的选修科目有哪些要求？,0
四川省考生报考食品科学与工程的选考科目要求？,四川省对食品科学与工程专业的选修科目有哪些要求？,0
新疆考生报考食品科学与工程的选考科目要求？,新疆考生对食品科学与工程专业的选修科目有什么要求？,1
河南省考生报考食品科学与工程的选考科目要求？,河南省对食品科学与工程专业的考生有什么要求？,0
云南省考生报考食品科学与工程的选考科目要求？,云南省对食品科学与工程专业的考生有什么要求？,0
广西省考生报考食品科学与工程的选考科目要求？,广西对食品科学与工程专业的考生有什么要求？,0
安徽省考生报考食品科学与工程的选考科目要求？,安徽省对食品科学与工程专业的考生有什么要求？,0
内蒙古考生报考食品科学与工程的选考科目要求？,内蒙古考生对食品科学与工程专业的选修科目有什么要求？,1
江西省考生报考食品科学与工程的选考科目要求？,江西省对食品科学与工程专业的考生有什么要求？,0
山西省考生报考食品科学与工程的选考科目要求？,山西省对食品科学与工程专业的选修科目有什么要求？,0
吉林省考生报考食品科学与工程的选考科目要求？,吉林省食品科学与工程专业对考生的选修科目有哪些要求？,0
甘肃省考生报考食品科学与工程的选考科目要求？,甘肃省食品科学与工程专业对考生的选修科目有哪些要求？,0
陕西省考生报考食品科学与工程的选考科目要求？,陕西省对食品科学与工程专业的选修科目有哪些要求？,0
贵州省考生报考环境科学的选考科目要求？,贵州省对环境科学选修科目的要求是什么？,0
黑龙江省考生报考环境科学的选考科目要求？,黑龙江省对环境科学选修科目的要求是什么？,0
四川省考生报考环境科学的选考科目要求？,四川省对环境科学选修科目的要求是什么？,0
新疆考生报考环境科学的选考科目要求？,新疆对环境科学选修科目有哪些要求？,0
河南省考生报考环境科学的选考科目要求？,河南省对环境科学选修科目的要求是什么？,0
云南省考生报考环境科学的选考科目要求？,云南省对环境科学选修科目的要求是什么？,0
广西省考生报考环境科学的选考科目要求？,广西省对环境科学选修科目的要求是什么？,0
安徽省考生报考环境科学的选考科目要求？,安徽省对环境科学选修科目的要求是什么？,0
内蒙古考生报考环境科学的选考科目要求？,内蒙古地区对环境科学选修科目的要求是什么？,0
江西省考生报考环境科学的选考科目要求？,江西省对环境科学选修科目的要求是什么？,0
山西省考生报考环境科学的选考科目要求？,山西省对环境科学选修科目的要求是什么？,0
吉林省考生报考环境科学的选考科目要求？,吉林省对环境科学选修科目的要求是什么？,0
甘肃省考生报考环境科学的选考科目要求？,甘肃省对环境科学选修科目的要求是什么？,0
陕西省考生报考环境科学的选考科目要求？,陕西省对环境科学选修科目的要求是什么？,0
贵州省考生报考统计学的选考科目要求？,贵州省考生对统计选修科目有哪些要求？,1
黑龙江省考生报考统计学的选考科目要求？,黑龙江省考生对统计选修科目有哪些要求？,1
四川省考生报考统计学的选考科目要求？,四川省考生对统计选修科目有哪些要求？,1
新疆考生报考统计学的选考科目要求？,新疆考生对所选统计科目有何要求？,1
河南省考生报考统计学的选考科目要求？,河南省考生对统计选修科目有什么要求？,1
云南省考生报考统计学的选考科目要求？,云南省考生对统计选修科目有哪些要求？,1
广西省考生报考统计学的选考科目要求？,广西考生对统计选修科目有何要求？,1
安徽省考生报考统计学的选考科目要求？,安徽省考生对统计选修科目有什么要求？,1
内蒙古考生报考统计学的选考科目要求？,内蒙古考生对所选统计科目有哪些要求？,1
江西省考生报考统计学的选考科目要求？,江西省考生对统计选修科目有哪些要求？,1
山西省考生报考统计学的选考科目要求？,山西省考生对统计选修科目有什么要求？,1
吉林省考生报考统计学的选考科目要求？,吉林省考生对统计选修科目有哪些要求？,1
甘肃省考生报考统计学的选考科目要求？,甘肃省考生对所选统计科目有何要求？,1
陕西省考生报考统计学的选考科目要求？,陕西省考生对统计选修科目有哪些要求？,1
贵州省考生报考金融数学的选考科目要求？,贵州省对金融数学选修科目的要求是什么？,0
黑龙江省考生报考金融数学的选考科目要求？,黑龙江省考生对金融数学选修科目的要求是什么？,1
四川省考生报考金融数学的选考科目要求？,四川省对金融数学选修科目的要求是什么？,0
新疆考生报考金融数学的选考科目要求？,新疆考生对金融数学选修科目的要求是什么？,1
河南省考生报考金融数学的选考科目要求？,河南省对金融数学选修科目的要求是什么？,0
云南省考生报考金融数学的选考科目要求？,云南省考生对金融数学选修科目的要求是什么？,1
广西省考生报考金融数学的选考科目要求？,广西考生对金融数学选修科目的要求是什么？,1
安徽省考生报考金融数学的选考科目要求？,安徽省考生对金融数学选修科目的要求是什么？,1
内蒙古考生报考金融数学的选考科目要求？,内蒙古考生对金融数学选修科目的要求是什么？,1
江西省考生报考金融数学的选考科目要求？,江西省考生对金融数学选修科目的要求是什么？,1
山西省考生报考金融数学的选考科目要求？,山西省对金融数学选修科目的要求是什么？,0
吉林省考生报考金融数学的选考科目要求？,吉林省对金融数学选修科目的要求是什么？,0
甘肃省考生报考金融数学的选考科目要求？,甘肃省考生对金融数学选修科目的要求是什么？,1
陕西省考生报考金融数学的选考科目要求？,陕西省对金融数学选修科目的要求是什么？,0
贵州省考生报考数学与应用数学的选考科目要求？,贵州省考生对数学和应用数学的选修科目有什么要求？,1
黑龙江省考生报考数学与应用数学的选考科目要求？,黑龙江省考生对数学和应用数学的选修科目有什么要求？,1
四川省考生报考数学与应用数学的选考科目要求？,四川省考生对数学和应用数学选修科目的要求是什么？,1
新疆考生报考数学与应用数学的选考科目要求？,新疆考生对数学和应用数学的选修科目有什么要求？,1
河南省考生报考数学与应用数学的选考科目要求？,河南省考生对数学和应用数学的选修科目有什么要求？,1
云南省考生报考数学与应用数学的选考科目要求？,云南省考生对数学和应用数学的选修科目有什么要求？,1
广西省考生报考数学与应用数学的选考科目要求？,广西考生对数学和应用数学的选修科目有什么要求？,1
安徽省考生报考数学与应用数学的选考科目要求？,安徽省考生对数学和应用数学的选修科目有什么要求？,1
内蒙古考生报考数学与应用数学的选考科目要求？,内蒙古考生对数学和应用数学的选修科目有什么要求？,1
江西省考生报考数学与应用数学的选考科目要求？,江西省考生对数学和应用数学的选修科目有什么要求？,1
山西省考生报考数学与应用数学的选考科目要求？,山西省考生对数学和应用数学的选修科目有什么要求？,1
吉林省考生报考数学与应用数学的选考科目要求？,吉林省考生对数学和应用数学的选修科目有什么要求？,1
甘肃省考生报考数学与应用数学的选考科目要求？,甘肃省考生对数学和应用数学选修科目的要求是什么？,1
陕西省考生报考数学与应用数学的选考科目要求？,陕西省考生对数学和应用数学选修科目的要求是什么？,1
贵州省考生报考音乐表演的选考科目要求？,贵州省考生申请音乐表演选修科目的要求是什么？,1
黑龙江省考生报考音乐表演的选考科目要求？,黑龙江省考生申请音乐表演选修科目有哪些要求？,1
四川省考生报考音乐表演的选考科目要求？,四川省考生申请音乐表演选修科目的要求是什么？,1
新疆考生报考音乐表演的选考科目要求？,新疆考生申请音乐表演的选修科目有哪些要求？,1
河南省考生报考音乐表演的选考科目要求？,河南考生报考音乐表演的选修科目有哪些要求？,1
云南省考生报考音乐表演的选考科目要求？,云南省考生申请音乐表演选修科目有哪些要求？,1
广西省考生报考音乐表演的选考科目要求？,广西考生报考音乐表演的选修科目有哪些要求？,1
安徽省考生报考音乐表演的选考科目要求？,安徽考生报考音乐表演的选修科目有哪些要求？,1
内蒙古考生报考音乐表演的选考科目要求？,内蒙古考生对音乐表演选修科目有哪些要求？,1
江西省考生报考音乐表演的选考科目要求？,江西省考生对音乐表演选修科目有什么要求？,1
山西省考生报考音乐表演的选考科目要求？,山西省考生对音乐表演选修科目有什么要求？,1
吉林省考生报考音乐表演的选考科目要求？,吉林考生报考音乐表演的选修科目有哪些要求？,1
甘肃省考生报考音乐表演的选考科目要求？,甘肃省考生申请音乐表演的选修科目要求是什么？,1
陕西省考生报考音乐表演的选考科目要求？,陕西省考生申请音乐表演的选修科目要求是什么？,1
贵州省考生报考人工智能的选考科目要求？,贵州省考生对人工智能选修科目有哪些要求？,1
黑龙江省考生报考人工智能的选考科目要求？,黑龙江省考生申请人工智能的要求是什么？,1
四川省考生报考人工智能的选考科目要求？,四川省考生申请人工智能的要求是什么？,1
新疆考生报考人工智能的选考科目要求？,新疆考生对人工智能选修科目有哪些要求？,1
河南省考生报考人工智能的选考科目要求？,河南省考生对人工智能选修科目的要求是什么？,1
云南省考生报考人工智能的选考科目要求？,云南省考生申请人工智能的选定科目要求是什么？,1
广西省考生报考人工智能的选考科目要求？,广西考生对人工智能选修科目有哪些要求？,1
安徽省考生报考人工智能的选考科目要求？,安徽省考生申请人工智能的要求是什么？,1
内蒙古考生报考人工智能的选考科目要求？,内蒙古考生对人工智能选修科目有哪些要求？,1
江西省考生报考人工智能的选考科目要求？,江西省考生对人工智能选修科目有哪些要求？,1
山西省考生报考人工智能的选考科目要求？,山西省考生对人工智能选修科目的要求是什么？,1
吉林省考生报考人工智能的选考科目要求？,吉林省申请人工智能的考生对所选科目有哪些要求？,1
甘肃省考生报考人工智能的选考科目要求？,甘肃省考生申请人工智能的要求是什么？,1
陕西省考生报考人工智能的选考科目要求？,陕西省考生申请人工智能所选科目的要求是什么？,1
北京市考生报考工商管理类的选考科目要求？,北京对工商管理专业的考生有什么要求？,0
天津市考生报考工商管理类的选考科目要求？,天津考生申请工商管理专业的选修科目有哪些要求？,1
上海市考生报考工商管理类的选考科目要求？,上海考生对工商管理选修科目有什么要求？,1
浙江省考生报考工商管理类的选考科目要求？,浙江省工商管理专业对考生的选修科目有哪些要求？,1
山东省考生报考工商管理类的选考科目要求？,山东省考生申请工商管理选修科目的要求是什么？,1
海南省考生报考工商管理类的选考科目要求？,海南省考生报考工商管理专业的要求是什么？,1
北京市考生报考新闻传播类的选考科目要求？,北京考生报考新闻传播专业有哪些要求？,1
天津市考生报考新闻传播类的选考科目要求？,天津考生报考新闻传播专业有哪些要求？,1
上海市考生报考新闻传播类的选考科目要求？,上海报考新闻与传播专业的考生对所选科目有什么要求？,1
浙江省考生报考新闻传播类的选考科目要求？,浙江省报考新闻传播专业的考生对选修科目有什么要求？,1
山东省考生报考新闻传播类的选考科目要求？,山东省考生报考新闻传播专业的要求是什么？,1
海南省考生报考新闻传播类的选考科目要求？,海南省考生报考新闻传播专业的要求是什么？,1
北京市考生报考外国语言文学的选考科目要求？,北京的考生对外语和文学的选修科目有什么要求？,1
天津市考生报考外国语言文学的选考科目要求？,天津对考生的外语和文学选修科目有什么要求？,0
上海市考生报考外国语言文学的选考科目要求？,上海考生对外语和文学的选修科目有什么要求？,1
浙江省考生报考外国语言文学的选考科目要求？,浙江省外语文学选修课对考生有什么要求？,1
山东省考生报考外国语言文学的选考科目要求？,山东省外语文学专业对考生的选修科目有什么要求？,1
海南省考生报考外国语言文学的选考科目要求？,海南省考生对外语和文学的选修科目有什么要求？,1
北京市考生报考计算机类的选考科目要求？,北京考生对计算机课的选修科目有什么要求？,1
天津市考生报考计算机类的选考科目要求？,天津考生申请计算机课程的要求是什么？,1
上海市考生报考计算机类的选考科目要求？,上海考生对计算机选修科目有什么要求？,1
浙江省考生报考计算机类的选考科目要求？,浙江省考生申请计算机课程的要求是什么？,1
山东省考生报考计算机类的选考科目要求？,山东省考生报考计算机类选修考试科目要求？,1
海南省考生报考计算机类的选考科目要求？,海南省考生申请计算机课程有哪些要求？,1
北京市考生报考会计学的选考科目要求？,北京考生对会计学选修科目有什么要求？,1
天津市考生报考会计学的选考科目要求？,天津考生对会计学选修科目有什么要求？,1
上海市考生报考会计学的选考科目要求？,上海考生对会计学选修科目有什么要求？,1
浙江省考生报考会计学的选考科目要求？,浙江省会计学考生对选修科目有什么要求？,0
山东省考生报考会计学的选考科目要求？,山东省会计学考生对选修科目有什么要求？,0
海南省考生报考会计学的选考科目要求？,海南省会计学考生的选修科目要求是什么？,0
北京市考生报考经济学的选考科目要求？,北京考生对经济学选修科目的要求是什么？,1
天津市考生报考经济学的选考科目要求？,天津考生对经济学选修科目有什么要求？,1
上海市考生报考经济学的选考科目要求？,上海考生对经济学选修科目的要求是什么？,1
浙江省考生报考经济学的选考科目要求？,浙江省考生对经济学选修科目有什么要求？,1
山东省考生报考经济学的选考科目要求？,山东省考生对经济学选修科目有哪些要求？,1
海南省考生报考经济学的选考科目要求？,海南省考生对经济学选修科目有什么要求？,1
北京市考生报考社会学的选考科目要求？,北京考生对社会学选修科目有什么要求？,1
天津市考生报考社会学的选考科目要求？,天津考生对社会学选修科目有哪些要求？,1
上海市考生报考社会学的选考科目要求？,上海考生对社会学选修科目有哪些要求？,1
浙江省考生报考社会学的选考科目要求？,浙江省考生对社会学选修科目有哪些要求？,1
山东省考生报考社会学的选考科目要求？,山东省考生对社会学选修科目有哪些要求？,1
海南省考生报考社会学的选考科目要求？,海南省考生对社会学选修科目有哪些要求？,1
北京市考生报考应用心理学的选考科目要求？,北京考生对应用心理学的选修科目有什么要求？,1
天津市考生报考应用心理学的选考科目要求？,天津考生对应用心理学的选修科目有什么要求？,1
上海市考生报考应用心理学的选考科目要求？,上海考生对应用心理学的选修科目有什么要求？,1
浙江省考生报考应用心理学的选考科目要求？,浙江省考生对应用心理学的选修科目有什么要求？,1
山东省考生报考应用心理学的选考科目要求？,山东省考生对应用心理学的选修科目有什么要求？,1
海南省考生报考应用心理学的选考科目要求？,海南省考生对应用心理学选修科目有什么要求？,1
北京市考生报考食品科学与工程的选考科目要求？,北京对食品科学与工程专业的考生有什么要求？,1
天津市考生报考食品科学与工程的选考科目要求？,天津对食品科学与工程专业的考生有什么要求？,1
上海市考生报考食品科学与工程的选考科目要求？,上海对食品科学与工程专业的考生有什么要求？,1
浙江省考生报考食品科学与工程的选考科目要求？,浙江省对食品科学与工程专业的选修科目有什么要求？,1
山东省考生报考食品科学与工程的选考科目要求？,山东省对食品科学与工程专业的选修科目有什么要求？,1
海南省考生报考食品科学与工程的选考科目要求？,海南省对食品科学与工程专业的考生有什么要求？,1
北京市考生报考环境科学的选考科目要求？,北京对环境科学选修科目的要求是什么？,0
天津市考生报考环境科学的选考科目要求？,天津对环境科学专业的考生有什么要求？,0
上海市考生报考环境科学的选考科目要求？,上海对环境科学选修科目的要求是什么？,0
浙江省考生报考环境科学的选考科目要求？,浙江省对环境科学选修科目的要求是什么？,0
山东省考生报考环境科学的选考科目要求？,山东省对环境科学选修科目的要求是什么？,0
海南省考生报考环境科学的选考科目要求？,海南省对环境科学选修科目的要求是什么？,0
北京市考生报考统计学的选考科目要求？,北京考生对所选统计科目有什么要求？,1
天津市考生报考统计学的选考科目要求？,天津考生对统计选修科目有什么要求？,1
上海市考生报考统计学的选考科目要求？,上海考生对所选统计科目有什么要求？,1
浙江省考生报考统计学的选考科目要求？,浙江省考生对统计选修科目有什么要求？,1
山东省考生报考统计学的选考科目要求？,山东省考生对统计选修科目有什么要求？,1
海南省考生报考统计学的选考科目要求？,海南省考生对统计选修科目有什么要求？,1
北京市考生报考金融数学的选考科目要求？,北京考生对金融数学选修科目的要求是什么？,1
天津市考生报考金融数学的选考科目要求？,天津考生对金融数学选修科目的要求是什么？,1
上海市考生报考金融数学的选考科目要求？,上海考生对金融数学选修科目的要求是什么？,1
浙江省考生报考金融数学的选考科目要求？,浙江省对金融数学选修科目的要求是什么？,0
山东省考生报考金融数学的选考科目要求？,山东省对金融数学选修科目的要求是什么？,0
海南省考生报考金融数学的选考科目要求？,海南省考生对金融数学选修科目的要求是什么？,1
北京市考生报考数学与应用数学的选考科目要求？,北京考生对数学和应用数学的选修科目有什么要求？,1
天津市考生报考数学与应用数学的选考科目要求？,天津考生对数学和应用数学的选修科目有什么要求？,1
上海市考生报考数学与应用数学的选考科目要求？,上海考生对数学和应用数学的选修科目有什么要求？,1
浙江省考生报考数学与应用数学的选考科目要求？,浙江省考生对数学和应用数学的选修科目有什么要求？,1
山东省考生报考数学与应用数学的选考科目要求？,山东省考生对数学和应用数学的选修科目有什么要求？,1
海南省考生报考数学与应用数学的选考科目要求？,海南省考生对数学和应用数学的选修科目有什么要求？,1
北京市考生报考音乐表演的选考科目要求？,北京考生申请音乐表演的选修科目有哪些要求？,1
天津市考生报考音乐表演的选考科目要求？,天津考生报考音乐表演的选修科目有哪些要求？,1
上海市考生报考音乐表演的选考科目要求？,上海考生申请音乐表演的选修科目要求是什么？,1
浙江省考生报考音乐表演的选考科目要求？,浙江省考生申请音乐表演的选修科目要求是什么？,1
山东省考生报考音乐表演的选考科目要求？,山东考生报考音乐表演的选修科目有哪些要求？,1
海南省考生报考音乐表演的选考科目要求？,海南省考生申请音乐表演选修科目有哪些要求？,1
北京市考生报考人工智能的选考科目要求？,北京考生对人工智能选修科目的要求是什么？,1
天津市考生报考人工智能的选考科目要求？,天津考生对人工智能选修科目有哪些要求？,1
上海市考生报考人工智能的选考科目要求？,上海考生对人工智能选修科目的要求是什么？,1
浙江省考生报考人工智能的选考科目要求？,浙江省考生对人工智能选修科目的要求是什么？,1
山东省考生报考人工智能的选考科目要求？,山东省考生对人工智能选修科目有哪些要求？,1
海南省考生报考人工智能的选考科目要求？,海南省考生对人工智能选修科目有哪些要求？,1
河北省考生报考工商管理类的选考科目要求？,河北省工商管理专业对考生的选修科目有哪些要求？,1
辽宁省考生报考工商管理类的选考科目要求？,辽宁省的考生申请工商管理专业的选修科目有哪些要求？,1
江苏省考生报考工商管理类的选考科目要求？,江苏省工商管理专业对考生的选修科目有哪些要求？,1
福建省考生报考工商管理类的选考科目要求？,福建省考生报考工商管理专业的要求是什么？,1
湖北省考生报考工商管理类的选考科目要求？,湖北省考生报考工商管理专业的要求是什么？,1
湖南省考生报考工商管理类的选考科目要求？,湖南省考生报考工商管理专业的要求是什么？,1
广东省考生报考工商管理类的选考科目要求？,广东省考生申请工商管理选修科目的要求是什么？,1
重庆省考生报考工商管理类的选考科目要求？,重庆考生申请工商管理选修科目的要求是什么？,1
河北省考生报考新闻传播类的选考科目要求？,河北省考生报考新闻传播专业的要求是什么？,1
辽宁省考生报考新闻传播类的选考科目要求？,辽宁省考生报考新闻传播专业的要求是什么？,1
江苏省考生报考新闻传播类的选考科目要求？,江苏省报考新闻传播专业的考生对选修科目有什么要求？,1
福建省考生报考新闻传播类的选考科目要求？,福建省考生报考新闻传播专业的要求是什么？,1
湖北省考生报考新闻传播类的选考科目要求？,湖北省考生报考新闻传播专业的要求是什么？,1
湖南省考生报考新闻传播类的选考科目要求？,湖南省考生报考新闻传播专业的要求是什么？,1
广东省考生报考新闻传播类的选考科目要求？,广东省考生报考新闻传播专业的要求是什么？,1
重庆省考生报考新闻传播类的选考科目要求？,重庆报考新闻传播专业的考生对所选科目有什么要求？,1
河北省考生报考外国语言文学的选考科目要求？,河北省外语文学专业对考生的选修科目有什么要求？,0
辽宁省考生报考外国语言文学的选考科目要求？,辽宁省外语文学专业对考生的选修科目有什么要求？,0
江苏省考生报考外国语言文学的选考科目要求？,江苏省外语文学专业对考生的选修科目有什么要求？,0
福建省考生报考外国语言文学的选考科目要求？,福建省外语文学专业对考生有什么要求？,0
湖北省考生报考外国语言文学的选考科目要求？,湖北省外语文学专业对考生有什么要求？,0
湖南省考生报考外国语言文学的选考科目要求？,湖南省外语文学专业对考生有什么要求？,0
广东省考生报考外国语言文学的选考科目要求？,广东省考生对外语文学选修科目有什么要求？,1
重庆省考生报考外国语言文学的选考科目要求？,重庆对考生的外语和文学选修课有什么要求？,1
河北省考生报考计算机类的选考科目要求？,河北省考生申请计算机课程有哪些要求？,1
辽宁省考生报考计算机类的选考科目要求？,辽宁省考生申请计算机课程有哪些要求？,1
江苏省考生报考计算机类的选考科目要求？,江苏省考生申请计算机课程有哪些要求？,1
福建省考生报考计算机类的选考科目要求？,福建省考生申请计算机课程有哪些要求？,1
湖北省考生报考计算机类的选考科目要求？,湖北省考生申请计算机课程有哪些要求？,1
湖南省考生报考计算机类的选考科目要求？,湖南省考生申请计算机课程有哪些要求？,1
广东省考生报考计算机类的选考科目要求？,广东省考生申请计算机课程有哪些要求？,1
重庆省考生报考计算机类的选考科目要求？,重庆考生申请计算机课程的要求是什么？,1
河北省考生报考会计学的选考科目要求？,河北省会计学考生的选修科目要求是什么？,1
辽宁省考生报考会计学的选考科目要求？,辽宁省会计学考生对选修科目有什么要求？,1
江苏省考生报考会计学的选考科目要求？,江苏省会计专业考生对选修科目有哪些要求？,1
福建省考生报考会计学的选考科目要求？,福建省会计学考生的选修科目要求是什么？,1
湖北省考生报考会计学的选考科目要求？,湖北省会计学考生的选修科目要求是什么？,1
湖南省考生报考会计学的选考科目要求？,湖南省会计学考生的选修科目要求是什么？,1
广东省考生报考会计学的选考科目要求？,广东省会计学考生对选修科目有什么要求？,1
重庆省考生报考会计学的选考科目要求？,重庆考生对会计学选修科目有哪些要求？,1
